Subject,PictureName,EmpathyRatings
57,E_los2,2
58,E_los2,3
59,E_los2,3
60,E_los2,1
61,E_los2,1
62,E_los2,2
63,E_los2,2
64,E_los2,1
65,E_los2,2
11,E_los21,2
12,E_los21,2
13,E_los21,2
15,E_los21,2
18,E_los21,1
20,E_los21,1
21,E_los21,1
22,E_los21,1
23,E_los21,2
24,E_los21,2
26,E_los21,1
28,E_los21,1
29,E_los21,1
30,E_los21,2
31,E_los21,3
32,E_los21,1
33,E_los21,3
34,E_los21,5
35,E_los21,2
36,E_los21,2
37,E_los21,2
38,E_los21,2
39,E_los21,2
40,E_los21,3
41,E_los21,2
42,E_los21,2
45,E_los21,5
46,E_los21,2
47,E_los21,2
48,E_los21,2
49,E_los21,1
50,E_los21,2
51,E_los21,1
52,E_los21,2
53,E_los21,2
54,E_los21,2
55,E_los21,4
56,E_los21,1
57,E_los21,1
58,E_los21,2
59,E_los21,2
60,E_los21,1
61,E_los21,1
62,E_los21,3
63,E_los21,2
64,E_los21,1
65,E_los21,1
11,E_los22,2
12,E_los22,2
13,E_los22,2
15,E_los22,2
18,E_los22,1
20,E_los22,2
21,E_los22,2
22,E_los22,1
23,E_los22,1
24,E_los22,2
26,E_los22,2
28,E_los22,1
29,E_los22,1
30,E_los22,2
31,E_los22,3
32,E_los22,1
33,E_los22,1
34,E_los22,5
35,E_los22,2
36,E_los22,3
37,E_los22,2
38,E_los22,3
39,E_los22,2
40,E_los22,2
41,E_los22,3
42,E_los22,2
45,E_los22,3
46,E_los22,3
47,E_los22,3
48,E_los22,2
49,E_los22,2
50,E_los22,3
51,E_los22,2
52,E_los22,3
53,E_los22,2
54,E_los22,2
55,E_los22,1
56,E_los22,2
57,E_los22,2
58,E_los22,3
59,E_los22,2
60,E_los22,3
61,E_los22,2
62,E_los22,2
63,E_los22,3
64,E_los22,2
65,E_los22,1
11,E_los23,4
12,E_los23,5
13,E_los23,2
15,E_los23,1
18,E_los23,2
20,E_los23,5
21,E_los23,4
22,E_los23,1
23,E_los23,1
24,E_los23,1
26,E_los23,2
28,E_los23,1
29,E_los23,3
30,E_los23,2
31,E_los23,3
32,E_los23,1
33,E_los23,3
34,E_los23,4
35,E_los23,5
36,E_los23,1
37,E_los23,2
38,E_los23,3
39,E_los23,2
40,E_los23,1
41,E_los23,1
42,E_los23,1
45,E_los23,2
46,E_los23,2
47,E_los23,2
48,E_los23,2
49,E_los23,2
50,E_los23,4
51,E_los23,1
52,E_los23,2
53,E_los23,2
54,E_los23,5
55,E_los23,4
56,E_los23,2
57,E_los23,1
58,E_los23,4
59,E_los23,2
60,E_los23,3
61,E_los23,1
62,E_los23,2
63,E_los23,1
64,E_los23,1
65,E_los23,1
11,E_los24,2
12,E_los24,2
13,E_los24,3
15,E_los24,3
18,E_los24,2
20,E_los24,1
21,E_los24,3
22,E_los24,1
23,E_los24,2
24,E_los24,2
26,E_los24,3
28,E_los24,4
29,E_los24,1
30,E_los24,3
31,E_los24,3
32,E_los24,1
33,E_los24,3
34,E_los24,3
35,E_los24,2
36,E_los24,2
37,E_los24,3
38,E_los24,3
39,E_los24,3
40,E_los24,2
41,E_los24,2
42,E_los24,2
45,E_los24,3
46,E_los24,3
47,E_los24,3
48,E_los24,2
49,E_los24,2
50,E_los24,2
51,E_los24,2
52,E_los24,3
53,E_los24,2
54,E_los24,3
55,E_los24,2
56,E_los24,3
57,E_los24,2
58,E_los24,3
59,E_los24,2
60,E_los24,2
61,E_los24,2
62,E_los24,3
63,E_los24,3
64,E_los24,1
65,E_los24,2
11,E_los25,2
12,E_los25,2
13,E_los25,2
15,E_los25,3
18,E_los25,5
20,E_los25,2
21,E_los25,5
22,E_los25,1
23,E_los25,1
24,E_los25,1
26,E_los25,2
28,E_los25,5
29,E_los25,1
30,E_los25,2
31,E_los25,3
32,E_los25,1
33,E_los25,3
34,E_los25,5
35,E_los25,2
36,E_los25,1
37,E_los25,1
38,E_los25,3
39,E_los25,2
40,E_los25,1
41,E_los25,1
42,E_los25,1
45,E_los25,3
46,E_los25,3
47,E_los25,2
48,E_los25,2
49,E_los25,1
50,E_los25,2
51,E_los25,1
52,E_los25,2
53,E_los25,2
54,E_los25,3
55,E_los25,4
56,E_los25,1
57,E_los25,2
58,E_los25,3
59,E_los25,2
60,E_los25,3
61,E_los25,5
62,E_los25,2
63,E_los25,2
64,E_los25,1
65,E_los25,1
11,E_los26,2
12,E_los26,3
13,E_los26,3
15,E_los26,2
18,E_los26,1
20,E_los26,2
21,E_los26,2
22,E_los26,5
23,E_los26,2
24,E_los26,2
26,E_los26,2
28,E_los26,1
29,E_los26,1
30,E_los26,3
31,E_los26,3
32,E_los26,1
33,E_los26,5
34,E_los26,4
35,E_los26,3
36,E_los26,1
37,E_los26,2
38,E_los26,2
39,E_los26,2
40,E_los26,3
41,E_los26,3
42,E_los26,2
45,E_los26,1
46,E_los26,2
47,E_los26,3
48,E_los26,2
49,E_los26,2
50,E_los26,3
51,E_los26,2
52,E_los26,3
53,E_los26,2
54,E_los26,3
55,E_los26,2
56,E_los26,2
57,E_los26,2
58,E_los26,2
59,E_los26,2
60,E_los26,2
61,E_los26,1
62,E_los26,2
63,E_los26,2
64,E_los26,3
65,E_los26,2
11,E_los27,1
12,E_los27,2
13,E_los27,1
15,E_los27,2
18,E_los27,2
20,E_los27,3
21,E_los27,2
22,E_los27,1
23,E_los27,1
24,E_los27,3
26,E_los27,2
28,E_los27,1
29,E_los27,1
30,E_los27,2
31,E_los27,3
32,E_los27,1
33,E_los27,3
34,E_los27,5
35,E_los27,2
36,E_los27,3
37,E_los27,1
38,E_los27,3
39,E_los27,3
40,E_los27,1
41,E_los27,1
42,E_los27,3
45,E_los27,5
46,E_los27,2
47,E_los27,2
48,E_los27,2
49,E_los27,1
50,E_los27,2
51,E_los27,1
52,E_los27,2
53,E_los27,1
54,E_los27,2
55,E_los27,2
56,E_los27,2
57,E_los27,2
58,E_los27,3
59,E_los27,2
60,E_los27,2
61,E_los27,2
62,E_los27,2
63,E_los27,2
64,E_los27,1
65,E_los27,2
11,E_los29,2
12,E_los29,3
13,E_los29,2
15,E_los29,2
18,E_los29,1
20,E_los29,1
21,E_los29,1
22,E_los29,3
23,E_los29,1
24,E_los29,2
26,E_los29,2
28,E_los29,1
29,E_los29,1
30,E_los29,3
31,E_los29,2
32,E_los29,1
33,E_los29,2
34,E_los29,4
35,E_los29,2
36,E_los29,1
37,E_los29,3
38,E_los29,2
39,E_los29,2
40,E_los29,2
41,E_los29,2
42,E_los29,2
45,E_los29,3
46,E_los29,3
47,E_los29,3
48,E_los29,2
49,E_los29,2
50,E_los29,3
51,E_los29,1
52,E_los29,2
53,E_los29,2
54,E_los29,1
55,E_los29,2
56,E_los29,2
57,E_los29,2
58,E_los29,3
59,E_los29,2
60,E_los29,1
61,E_los29,1
62,E_los29,2
63,E_los29,2
64,E_los29,1
65,E_los29,2
11,E_los30,3
12,E_los30,5
13,E_los30,3
15,E_los30,5
18,E_los30,2
20,E_los30,3
21,E_los30,2
22,E_los30,1
23,E_los30,2
24,E_los30,2
26,E_los30,4
28,E_los30,5
29,E_los30,5
30,E_los30,2
31,E_los30,3
32,E_los30,1
33,E_los30,4
34,E_los30,3
35,E_los30,3
36,E_los30,4
37,E_los30,4
38,E_los30,3
39,E_los30,5
40,E_los30,3
41,E_los30,2
42,E_los30,3
45,E_los30,3
46,E_los30,3
47,E_los30,3
48,E_los30,4
49,E_los30,2
50,E_los30,5
51,E_los30,5
52,E_los30,4
53,E_los30,3
54,E_los30,3
55,E_los30,4
56,E_los30,2
57,E_los30,3
58,E_los30,3
59,E_los30,2
60,E_los30,2
61,E_los30,4
62,E_los30,2
63,E_los30,5
64,E_los30,5
65,E_los30,2
11,E_los32,2
12,E_los32,2
13,E_los32,2
15,E_los32,3
18,E_los32,3
20,E_los32,3
21,E_los32,2
22,E_los32,2
23,E_los32,1
24,E_los32,2
26,E_los32,2
28,E_los32,1
29,E_los32,5
30,E_los32,3
31,E_los32,3
32,E_los32,2
33,E_los32,2
34,E_los32,4
35,E_los32,3
36,E_los32,2
37,E_los32,3
38,E_los32,3
39,E_los32,3
40,E_los32,3
41,E_los32,2
42,E_los32,2
45,E_los32,3
46,E_los32,3
47,E_los32,3
48,E_los32,3
49,E_los32,2
50,E_los32,3
51,E_los32,1
52,E_los32,3
53,E_los32,3
54,E_los32,3
55,E_los32,2
56,E_los32,4
57,E_los32,2
58,E_los32,3
59,E_los32,3
60,E_los32,1
61,E_los32,2
62,E_los32,3
63,E_los32,3
64,E_los32,3
65,E_los32,2
11,E_los33,1
12,E_los33,2
13,E_los33,2
15,E_los33,2
18,E_los33,1
20,E_los33,2
21,E_los33,2
22,E_los33,1
23,E_los33,1
24,E_los33,1
26,E_los33,2
28,E_los33,1
29,E_los33,1
30,E_los33,2
31,E_los33,2
32,E_los33,1
33,E_los33,2
34,E_los33,4
35,E_los33,2
36,E_los33,1
37,E_los33,2
38,E_los33,2
39,E_los33,2
40,E_los33,4
41,E_los33,3
42,E_los33,1
45,E_los33,5
46,E_los33,2
47,E_los33,3
48,E_los33,2
49,E_los33,1
50,E_los33,1
51,E_los33,1
52,E_los33,2
53,E_los33,2
54,E_los33,2
55,E_los33,2
56,E_los33,2
57,E_los33,1
58,E_los33,2
59,E_los33,2
60,E_los33,1
61,E_los33,1
62,E_los33,2
63,E_los33,2
64,E_los33,1
65,E_los33,1
11,E_los34,2
12,E_los34,4
13,E_los34,3
15,E_los34,2
18,E_los34,2
20,E_los34,4
21,E_los34,3
22,E_los34,2
23,E_los34,3
24,E_los34,3
26,E_los34,2
28,E_los34,5
29,E_los34,5
30,E_los34,3
31,E_los34,2
32,E_los34,1
33,E_los34,5
34,E_los34,5
35,E_los34,3
36,E_los34,4
37,E_los34,3
38,E_los34,3
39,E_los34,4
40,E_los34,3
41,E_los34,3
42,E_los34,3
45,E_los34,4
46,E_los34,3
47,E_los34,3
48,E_los34,3
49,E_los34,2
50,E_los34,3
51,E_los34,3
52,E_los34,3
53,E_los34,3
54,E_los34,3
55,E_los34,4
56,E_los34,4
57,E_los34,3
58,E_los34,3
59,E_los34,3
60,E_los34,3
61,E_los34,2
62,E_los34,3
63,E_los34,5
64,E_los34,4
65,E_los34,2
11,E_los35,4
12,E_los35,2
13,E_los35,2
15,E_los35,1
18,E_los35,2
20,E_los35,2
21,E_los35,2
22,E_los35,2
23,E_los35,1
24,E_los35,2
26,E_los35,2
28,E_los35,1
29,E_los35,1
30,E_los35,2
31,E_los35,3
32,E_los35,1
33,E_los35,3
34,E_los35,2
35,E_los35,2
36,E_los35,2
37,E_los35,1
38,E_los35,3
39,E_los35,2
40,E_los35,3
41,E_los35,3
42,E_los35,3
45,E_los35,5
46,E_los35,3
47,E_los35,3
48,E_los35,1
49,E_los35,2
50,E_los35,1
51,E_los35,1
52,E_los35,3
53,E_los35,2
54,E_los35,2
55,E_los35,2
56,E_los35,2
57,E_los35,1
58,E_los35,3
59,E_los35,2
60,E_los35,1
61,E_los35,2
62,E_los35,2
63,E_los35,3
64,E_los35,1
65,E_los35,1
11,E_los36,2
12,E_los36,2
13,E_los36,2
15,E_los36,2
18,E_los36,1
20,E_los36,2
21,E_los36,2
22,E_los36,1
23,E_los36,2
24,E_los36,2
26,E_los36,2
28,E_los36,2
29,E_los36,1
30,E_los36,2
31,E_los36,2
32,E_los36,1
33,E_los36,5
34,E_los36,4
35,E_los36,2
36,E_los36,2
37,E_los36,2
38,E_los36,2
39,E_los36,2
40,E_los36,3
41,E_los36,1
42,E_los36,2
45,E_los36,5
46,E_los36,3
47,E_los36,3
48,E_los36,2
49,E_los36,2
50,E_los36,4
51,E_los36,2
52,E_los36,3
53,E_los36,2
54,E_los36,4
55,E_los36,3
56,E_los36,2
57,E_los36,2
58,E_los36,2
59,E_los36,3
60,E_los36,1
61,E_los36,2
62,E_los36,2
63,E_los36,1
64,E_los36,2
65,E_los36,2
11,E_los39,1
12,E_los39,1
13,E_los39,3
15,E_los39,2
18,E_los39,1
20,E_los39,3
21,E_los39,1
22,E_los39,2
23,E_los39,1
24,E_los39,2
26,E_los39,2
28,E_los39,1
29,E_los39,1
30,E_los39,2
31,E_los39,2
32,E_los39,1
33,E_los39,4
34,E_los39,4
35,E_los39,4
36,E_los39,2
37,E_los39,2
38,E_los39,2
39,E_los39,2
40,E_los39,3
41,E_los39,2
42,E_los39,1
45,E_los39,3
46,E_los39,3
47,E_los39,2
48,E_los39,2
49,E_los39,2
50,E_los39,3
51,E_los39,1
52,E_los39,2
53,E_los39,2
54,E_los39,2
55,E_los39,3
56,E_los39,3
57,E_los39,2
58,E_los39,1
59,E_los39,2
60,E_los39,2
61,E_los39,2
62,E_los39,2
63,E_los39,2
64,E_los39,1
65,E_los39,2
11,E_los4,2
12,E_los4,1
13,E_los4,2
15,E_los4,2
18,E_los4,2
20,E_los4,3
21,E_los4,2
22,E_los4,3
23,E_los4,1
24,E_los4,2
26,E_los4,3
28,E_los4,2
29,E_los4,1
30,E_los4,2
31,E_los4,3
32,E_los4,1
33,E_los4,4
34,E_los4,2
35,E_los4,3
36,E_los4,1
37,E_los4,3
38,E_los4,3
39,E_los4,3
40,E_los4,1
41,E_los4,2
42,E_los4,3
45,E_los4,4
46,E_los4,2
47,E_los4,3
48,E_los4,3
49,E_los4,2
50,E_los4,3
51,E_los4,2
52,E_los4,3
53,E_los4,2
54,E_los4,2
55,E_los4,3
56,E_los4,2
57,E_los4,2
58,E_los4,3
59,E_los4,2
60,E_los4,2
61,E_los4,1
62,E_los4,3
63,E_los4,3
64,E_los4,3
65,E_los4,2
11,E_los41,1
12,E_los41,2
13,E_los41,2
15,E_los41,1
18,E_los41,1
20,E_los41,1
21,E_los41,1
22,E_los41,5
23,E_los41,2
24,E_los41,2
26,E_los41,2
28,E_los41,1
29,E_los41,3
30,E_los41,1
31,E_los41,2
32,E_los41,1
33,E_los41,3
34,E_los41,3
35,E_los41,3
36,E_los41,1
37,E_los41,1
38,E_los41,1
39,E_los41,2
40,E_los41,1
41,E_los41,1
42,E_los41,1
45,E_los41,3
46,E_los41,3
47,E_los41,2
48,E_los41,2
49,E_los41,2
50,E_los41,2
51,E_los41,1
52,E_los41,2
53,E_los41,2
54,E_los41,2
55,E_los41,5
56,E_los41,1
57,E_los41,2
58,E_los41,3
59,E_los41,1
60,E_los41,1
61,E_los41,1
62,E_los41,2
63,E_los41,1
64,E_los41,1
65,E_los41,1
11,E_los42,1
12,E_los42,2
13,E_los42,2
15,E_los42,3
18,E_los42,1
20,E_los42,2
21,E_los42,2
22,E_los42,1
23,E_los42,1
24,E_los42,2
26,E_los42,2
28,E_los42,1
29,E_los42,1
30,E_los42,2
31,E_los42,3
32,E_los42,1
33,E_los42,4
34,E_los42,4
35,E_los42,2
36,E_los42,1
37,E_los42,2
38,E_los42,2
39,E_los42,2
40,E_los42,3
41,E_los42,2
42,E_los42,2
45,E_los42,3
46,E_los42,2
47,E_los42,3
48,E_los42,2
49,E_los42,2
50,E_los42,2
51,E_los42,2
52,E_los42,2
53,E_los42,2
54,E_los42,1
55,E_los42,2
56,E_los42,2
57,E_los42,2
58,E_los42,3
59,E_los42,2
60,E_los42,2
61,E_los42,1
62,E_los42,2
63,E_los42,3
64,E_los42,1
65,E_los42,1
11,E_los43,2
12,E_los43,4
13,E_los43,3
15,E_los43,1
18,E_los43,1
20,E_los43,2
21,E_los43,3
22,E_los43,1
23,E_los43,1
24,E_los43,2
26,E_los43,1
28,E_los43,3
29,E_los43,1
30,E_los43,1
31,E_los43,2
32,E_los43,1
33,E_los43,3
34,E_los43,5
35,E_los43,3
36,E_los43,3
37,E_los43,1
38,E_los43,3
39,E_los43,2
40,E_los43,3
41,E_los43,3
42,E_los43,2
45,E_los43,3
46,E_los43,3
47,E_los43,4
48,E_los43,2
49,E_los43,3
50,E_los43,3
51,E_los43,1
52,E_los43,3
53,E_los43,2
54,E_los43,3
55,E_los43,5
56,E_los43,4
57,E_los43,3
58,E_los43,3
59,E_los43,2
60,E_los43,1
61,E_los43,1
62,E_los43,2
63,E_los43,3
64,E_los43,1
65,E_los43,2
11,E_los45,2
12,E_los45,2
13,E_los45,2
15,E_los45,2
18,E_los45,1
20,E_los45,1
21,E_los45,2
22,E_los45,1
23,E_los45,1
24,E_los45,1
26,E_los45,1
28,E_los45,1
29,E_los45,1
30,E_los45,2
31,E_los45,2
32,E_los45,1
33,E_los45,3
34,E_los45,4
35,E_los45,3
36,E_los45,1
37,E_los45,2
38,E_los45,2
39,E_los45,2
40,E_los45,1
41,E_los45,2
42,E_los45,2
45,E_los45,3
46,E_los45,2
47,E_los45,3
48,E_los45,2
49,E_los45,1
50,E_los45,1
51,E_los45,1
52,E_los45,2
53,E_los45,3
54,E_los45,2
55,E_los45,4
56,E_los45,1
57,E_los45,1
58,E_los45,2
59,E_los45,2
60,E_los45,2
61,E_los45,4
62,E_los45,2
63,E_los45,1
64,E_los45,1
65,E_los45,2
11,E_los47,1
12,E_los47,2
13,E_los47,3
15,E_los47,3
18,E_los47,3
20,E_los47,3
21,E_los47,2
22,E_los47,3
23,E_los47,2
24,E_los47,3
26,E_los47,3
28,E_los47,3
29,E_los47,1
30,E_los47,2
31,E_los47,3
32,E_los47,1
33,E_los47,2
34,E_los47,4
35,E_los47,3
36,E_los47,3
37,E_los47,3
38,E_los47,3
39,E_los47,3
40,E_los47,1
41,E_los47,3
42,E_los47,3
45,E_los47,3
46,E_los47,3
47,E_los47,3
48,E_los47,3
49,E_los47,3
50,E_los47,3
51,E_los47,3
52,E_los47,2
53,E_los47,2
54,E_los47,2
55,E_los47,4
56,E_los47,2
57,E_los47,3
58,E_los47,3
59,E_los47,3
60,E_los47,1
61,E_los47,1
62,E_los47,3
63,E_los47,3
64,E_los47,3
65,E_los47,2
11,E_los49,1
12,E_los49,3
13,E_los49,2
15,E_los49,3
18,E_los49,1
20,E_los49,2
21,E_los49,2
22,E_los49,2
23,E_los49,1
24,E_los49,2
26,E_los49,3
28,E_los49,1
29,E_los49,1
30,E_los49,2
31,E_los49,2
32,E_los49,1
33,E_los49,2
34,E_los49,5
35,E_los49,2
36,E_los49,1
37,E_los49,2
38,E_los49,3
39,E_los49,2
40,E_los49,3
41,E_los49,2
42,E_los49,1
45,E_los49,5
46,E_los49,2
47,E_los49,4
48,E_los49,2
49,E_los49,3
50,E_los49,3
51,E_los49,1
52,E_los49,2
53,E_los49,2
54,E_los49,2
55,E_los49,2
56,E_los49,2
57,E_los49,2
58,E_los49,2
59,E_los49,2
60,E_los49,2
61,E_los49,1
62,E_los49,2
63,E_los49,2
64,E_los49,1
65,E_los49,2
11,E_los5,1
12,E_los5,5
13,E_los5,2
15,E_los5,1
18,E_los5,1
20,E_los5,2
21,E_los5,1
22,E_los5,1
23,E_los5,1
24,E_los5,2
26,E_los5,1
28,E_los5,2
29,E_los5,1
30,E_los5,2
31,E_los5,3
32,E_los5,1
33,E_los5,4
34,E_los5,4
35,E_los5,2
36,E_los5,1
37,E_los5,1
38,E_los5,2
39,E_los5,2
40,E_los5,1
41,E_los5,3
42,E_los5,2
45,E_los5,4
46,E_los5,3
47,E_los5,3
48,E_los5,2
49,E_los5,1
50,E_los5,2
51,E_los5,1
52,E_los5,3
53,E_los5,3
54,E_los5,2
55,E_los5,4
56,E_los5,2
57,E_los5,1
58,E_los5,2
59,E_los5,2
60,E_los5,1
61,E_los5,1
62,E_los5,2
63,E_los5,2
64,E_los5,1
65,E_los5,1
11,E_los53,1
12,E_los53,1
13,E_los53,2
15,E_los53,2
18,E_los53,1
20,E_los53,2
21,E_los53,2
22,E_los53,1
23,E_los53,2
24,E_los53,2
26,E_los53,1
28,E_los53,1
29,E_los53,5
30,E_los53,2
31,E_los53,3
32,E_los53,1
33,E_los53,3
34,E_los53,2
35,E_los53,3
36,E_los53,3
37,E_los53,1
38,E_los53,3
39,E_los53,2
40,E_los53,1
41,E_los53,2
42,E_los53,2
45,E_los53,3
46,E_los53,2
47,E_los53,3
48,E_los53,2
49,E_los53,4
50,E_los53,3
51,E_los53,1
52,E_los53,3
53,E_los53,2
54,E_los53,2
55,E_los53,2
56,E_los53,2
57,E_los53,1
58,E_los53,2
59,E_los53,2
60,E_los53,1
61,E_los53,1
62,E_los53,2
63,E_los53,3
64,E_los53,1
65,E_los53,1
11,E_los56,3
12,E_los56,3
13,E_los56,3
15,E_los56,3
18,E_los56,4
20,E_los56,3
21,E_los56,1
22,E_los56,2
23,E_los56,2
24,E_los56,3
26,E_los56,3
28,E_los56,4
29,E_los56,1
30,E_los56,2
31,E_los56,2
32,E_los56,5
33,E_los56,2
34,E_los56,4
35,E_los56,3
36,E_los56,1
37,E_los56,3
38,E_los56,4
39,E_los56,3
40,E_los56,2
41,E_los56,3
42,E_los56,3
45,E_los56,3
46,E_los56,3
47,E_los56,1
48,E_los56,2
49,E_los56,2
50,E_los56,3
51,E_los56,2
52,E_los56,3
53,E_los56,3
54,E_los56,3
55,E_los56,3
56,E_los56,3
57,E_los56,3
58,E_los56,3
59,E_los56,2
60,E_los56,3
61,E_los56,2
62,E_los56,3
63,E_los56,3
64,E_los56,3
65,E_los56,3
11,E_los57,1
12,E_los57,3
13,E_los57,2
15,E_los57,3
18,E_los57,2
20,E_los57,3
21,E_los57,1
22,E_los57,2
23,E_los57,2
24,E_los57,2
26,E_los57,3
28,E_los57,2
29,E_los57,1
30,E_los57,2
31,E_los57,3
32,E_los57,1
33,E_los57,3
34,E_los57,5
35,E_los57,2
36,E_los57,1
37,E_los57,3
38,E_los57,3
39,E_los57,3
40,E_los57,3
41,E_los57,3
42,E_los57,2
45,E_los57,5
46,E_los57,2
47,E_los57,3
48,E_los57,2
49,E_los57,1
50,E_los57,2
51,E_los57,1
52,E_los57,3
53,E_los57,2
54,E_los57,2
55,E_los57,3
56,E_los57,2
57,E_los57,3
58,E_los57,3
59,E_los57,3
60,E_los57,3
61,E_los57,3
62,E_los57,2
63,E_los57,3
64,E_los57,2
65,E_los57,2
11,E_los6,2
12,E_los6,3
13,E_los6,1
15,E_los6,2
18,E_los6,1
20,E_los6,1
21,E_los6,1
22,E_los6,1
23,E_los6,1
24,E_los6,1
26,E_los6,1
28,E_los6,1
29,E_los6,1
30,E_los6,2
31,E_los6,4
32,E_los6,1
33,E_los6,3
34,E_los6,1
35,E_los6,2
36,E_los6,3
37,E_los6,1
38,E_los6,2
39,E_los6,2
40,E_los6,1
41,E_los6,3
42,E_los6,1
45,E_los6,2
46,E_los6,2
47,E_los6,2
48,E_los6,1
49,E_los6,1
50,E_los6,1
51,E_los6,1
52,E_los6,2
53,E_los6,2
54,E_los6,2
55,E_los6,5
56,E_los6,1
57,E_los6,2
58,E_los6,1
59,E_los6,2
60,E_los6,2
61,E_los6,4
62,E_los6,2
63,E_los6,1
64,E_los6,1
65,E_los6,1
11,E_los60,2
12,E_los60,2
13,E_los60,2
15,E_los60,2
18,E_los60,2
20,E_los60,1
21,E_los60,1
22,E_los60,5
23,E_los60,1
24,E_los60,2
26,E_los60,1
28,E_los60,1
29,E_los60,1
30,E_los60,2
31,E_los60,2
32,E_los60,5
33,E_los60,3
34,E_los60,4
35,E_los60,2
36,E_los60,3
37,E_los60,2
38,E_los60,2
39,E_los60,2
40,E_los60,1
41,E_los60,2
42,E_los60,2
45,E_los60,3
46,E_los60,3
47,E_los60,3
48,E_los60,2
49,E_los60,1
50,E_los60,3
51,E_los60,1
52,E_los60,2
53,E_los60,2
54,E_los60,2
55,E_los60,4
56,E_los60,2
57,E_los60,2
58,E_los60,2
59,E_los60,2
60,E_los60,2
61,E_los60,4
62,E_los60,2
63,E_los60,2
64,E_los60,1
65,E_los60,2
11,E_los61,2
12,E_los61,3
13,E_los61,1
15,E_los61,2
18,E_los61,1
20,E_los61,1
21,E_los61,1
22,E_los61,1
23,E_los61,1
24,E_los61,1
26,E_los61,2
28,E_los61,1
29,E_los61,3
30,E_los61,2
31,E_los61,3
32,E_los61,1
33,E_los61,2
34,E_los61,4
35,E_los61,2
36,E_los61,3
37,E_los61,1
38,E_los61,3
39,E_los61,2
40,E_los61,3
41,E_los61,4
42,E_los61,2
45,E_los61,3
46,E_los61,2
47,E_los61,2
48,E_los61,2
49,E_los61,1
50,E_los61,1
51,E_los61,1
52,E_los61,2
53,E_los61,2
54,E_los61,2
55,E_los61,5
56,E_los61,1
57,E_los61,2
58,E_los61,3
59,E_los61,2
60,E_los61,1
61,E_los61,1
62,E_los61,2
63,E_los61,1
64,E_los61,1
65,E_los61,2
11,E_los62,1
12,E_los62,2
13,E_los62,2
15,E_los62,2
18,E_los62,1
20,E_los62,2
21,E_los62,1
22,E_los62,1
23,E_los62,1
24,E_los62,1
26,E_los62,2
28,E_los62,1
29,E_los62,1
30,E_los62,1
31,E_los62,3
32,E_los62,1
33,E_los62,2
34,E_los62,4
35,E_los62,3
36,E_los62,1
37,E_los62,1
38,E_los62,2
39,E_los62,1
40,E_los62,2
41,E_los62,1
42,E_los62,2
45,E_los62,2
46,E_los62,2
47,E_los62,2
48,E_los62,1
49,E_los62,1
50,E_los62,1
51,E_los62,1
52,E_los62,3
53,E_los62,2
54,E_los62,2
55,E_los62,1
56,E_los62,1
57,E_los62,1
58,E_los62,1
59,E_los62,2
60,E_los62,1
61,E_los62,1
62,E_los62,2
63,E_los62,2
64,E_los62,1
65,E_los62,1
11,E_los7,2
12,E_los7,3
13,E_los7,3
15,E_los7,3
18,E_los7,3
20,E_los7,3
21,E_los7,2
22,E_los7,1
23,E_los7,3
24,E_los7,2
26,E_los7,1
28,E_los7,1
29,E_los7,1
30,E_los7,2
31,E_los7,3
32,E_los7,1
33,E_los7,2
34,E_los7,2
35,E_los7,4
36,E_los7,2
37,E_los7,3
38,E_los7,3
39,E_los7,3
40,E_los7,3
41,E_los7,2
42,E_los7,1
45,E_los7,3
46,E_los7,2
47,E_los7,3
48,E_los7,3
49,E_los7,2
50,E_los7,3
51,E_los7,2
52,E_los7,3
53,E_los7,3
54,E_los7,1
55,E_los7,2
56,E_los7,1
57,E_los7,3
58,E_los7,3
59,E_los7,2
60,E_los7,3
61,E_los7,2
62,E_los7,2
63,E_los7,3
64,E_los7,3
65,E_los7,2
11,E_los8,2
12,E_los8,5
13,E_los8,3
15,E_los8,2
18,E_los8,1
20,E_los8,3
21,E_los8,2
22,E_los8,1
23,E_los8,1
24,E_los8,2
26,E_los8,1
28,E_los8,1
29,E_los8,1
30,E_los8,2
31,E_los8,4
32,E_los8,1
33,E_los8,3
34,E_los8,2
35,E_los8,2
36,E_los8,1
37,E_los8,1
38,E_los8,2
39,E_los8,2
40,E_los8,1
41,E_los8,2
42,E_los8,2
45,E_los8,5
46,E_los8,2
47,E_los8,2
48,E_los8,2
49,E_los8,1
50,E_los8,1
51,E_los8,1
52,E_los8,3
53,E_los8,2
54,E_los8,2
55,E_los8,2
56,E_los8,2
57,E_los8,1
58,E_los8,1
59,E_los8,2
60,E_los8,1
61,E_los8,1
62,E_los8,2
63,E_los8,5
64,E_los8,1
65,E_los8,2
11,E_los9,2
12,E_los9,2
13,E_los9,1
15,E_los9,2
18,E_los9,2
20,E_los9,2
21,E_los9,1
22,E_los9,1
23,E_los9,3
24,E_los9,2
26,E_los9,3
28,E_los9,3
29,E_los9,1
30,E_los9,2
31,E_los9,3
32,E_los9,1
33,E_los9,2
34,E_los9,4
35,E_los9,3
36,E_los9,2
37,E_los9,1
38,E_los9,3
39,E_los9,2
40,E_los9,1
41,E_los9,1
42,E_los9,1
45,E_los9,3
46,E_los9,2
47,E_los9,3
48,E_los9,1
49,E_los9,2
50,E_los9,2
51,E_los9,1
52,E_los9,2
53,E_los9,2
54,E_los9,1
55,E_los9,2
56,E_los9,2
57,E_los9,3
58,E_los9,3
