filename,subject,response_happiness,Expansion,winloss,prototipicality,UpperFaceAUs,NasalAreaAUs,LowerFaceAUs,HandtoFaceHead_R,HandtoFaceHead_L,HeadPositionAUs,Torso,TouchingGround,NeckAUs,Shoulder_R,Shoulder_L,Chest,Arm_RX,Arm_RZ,Arm_RY,Arm_LX,Arm_LZ,Arm_LY,ArmForearm_R,ArmForearm_L,Palm_R,Palm_L,R_PalmDirection,L_PalmDirection,R_HandTouchBody,L_HandTouchBody,Torso,Leg_R,Leg_L,TouchingGround,LegSplit
E_win14,40,5,4.28,win,prototypical,1+2+6,Not_visible,12+17+27,N/A,N/A,AU53_HeadUp,Back,Not_visible,neutral,Back,Back,Open,<90,neutral,NotinFrontofBody,Not_visible,Not_visible,NotinFrontofBody,180/stretched,>90,Clench,Clench,OutwardsBody,OutwardsBody,N/A,N/A,Back,>90,neutral\180,Not_visible,TighThigs
E_win15,40,5,4.53,win,prototypical,1+4+6,10+38,17+27,N/A,N/A,AU53_HeadUp,LeanLeft,Not_visible,Not_visible,Raised,Raised,neutral,>90,neutral,NotinFrontofBody,>90,neutral,NotinFrontofBody,180/stretched,180/stretched,Clench,Clench,OutwardsBody,OutwardsBody,N/A,N/A,LeanLeft,Not_visible,Not_visible,Not_visible,HipsWidth
E_win18,40,3,4.39,win,prototypical,4+6+7,10,17+26,N/A,N/A,AU57_Forward,neutral,Not_visible,neutral,Raised+Forward,Raised+Forward,neutral,>90,neutral,NotinFrontofBody,>90,neutral,NotinFrontofBody,90,>90,Clench,Clench,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,TighThigs
E_win21,40,5,4.11,win,prototypical,1+2+6,10,12+17+20+27,N/A,N/A,51+53,neutral,Not_visible,21,neutral,neutral,Open,<90,neutral,NotinFrontofBody,neutral,<90,NotinFrontofBody,<90,<90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,TighThigs
E_win23,40,5,4.08,win,prototypical,7+43,10+38,25+27,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,InfrontofBody,neutral,neutral,InfrontofBody,>90,90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward<45,>90,>90,Not_visible,WiderThanHips
E_win24,40,3,4.72,win,prototypical,2+4+5+6+7,9+10+38,12+17+20+22+26,N/A,N/A,neutral,neutral,Not_visible,21,Raised,Raised,neutral,>90,neutral,NotinFrontofBody,>90,neutral,NotinFrontofBody,180/streched,180/streched,Clench,Clench,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,HipsWidth
E_win25,40,3,4.36,win,prototypical,1+4+5+6+7,10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,neutral,neutral,Open,neutral,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,180/stretched,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Not_visible,WiderThanHips
E_win31,40,3,3.19,win,prototypical,4+6+7,9+10+38,12+17+20+27,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,neutral,neutral,neutral,<90,neutral,NotinFrontofBody,neutral,neutral,InFrontofBody,>90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward<45,Not_visible,Not_visible,Not_visible,TighThigs
E_win34,40,3,3.86,win,prototypical,4+5+6+7,9+10,17+20+27,N/A,N/A,AU57_Forward,neutral,Not_visible,21,Dropped,neutral,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,>90,>90,Clench,HoldingArtifact,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,HipsWidth
E_win36,40,1,2.64,win,prototypical,1+4+5+6+7,10+38,17+22+27,N/A,N/A,51+53,Forward>45,Not_visible,Not_visible,Dropped+Forward,Dropped+Forward,Closed,neutral,neutral,InFrontofBody,neutral,<90,InFrontofBody,<90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward>45,Not_visible,>90,Not_visible,TighThigs
E_win45,40,3,3.33,win,prototypical,Not_visible,10+38,12+17+27,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,180/stretched,180/stretched,Clench,Clench,TowardsBody,TowardsBody,N/A,Thighs,Forward<45,>90,>90,Not_visible,HipsWidth
E_win5,40,3,3.72,win,prototypical,1+4+7,neutral,17+22+27,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,Dropped,Dropped,neutral,neutral,neutral,NotinFrontofBody,neutral,<90,NotinFrontofBody,>90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_win50,40,3,3.55,win,prototypical,4+6+43,9+10+38,17+22+27,N/A,N/A,AU57_Forward,neutral,Not_visible,21,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,NotinFrontofBody,<90,neutral,InfrontofBody,<90,<90,Clench,HoldingArtifact,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_win54,40,5,3.56,win,prototypical,4+6+43,10,12+17+27,N/A,N/A,AU51_TurnLeft,Forward<45,Not_visible,neutral,Raised,neutral,neutral,neutral,neutral,InFrontofBody,neutral,neutral,NotinFrontofBody,<90,<90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward<45,>90,Not_visible,Not_visible,HipsWidth
E_win55,40,4,3.33,win,prototypical,4+5+7,9+10,17+20+27,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,Dropped+Forward,Dropped+Forward,Closed,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,>90,>90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward<45,>90,neutral\180,Not_visible,TighThigs
E_win6,40,3,4.22,win,prototypical,4+6+7+43,10+38,17+27,N/A,N/A,51+53,neutral,Not_visible,Not_visible,Dropped,neutral,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,>90,>90,HoldingArtifact,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Not_visible,WiderThanHips
E_amb_los15,41,3,1.97,loss,ambivalent,4+6,10,20+27,N/A,N/A,AU53_HeadUp,Forward>45,Not_visible,21,Forward,Forward,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,Not_visible,<90,Not_visible,Clench,Not_visible,TowordsBody,Not_visible,N/A,N/A,Forward>45,Not_visible,>90,Not_visible,Not_visible
E_amb_los17,41,3,3.39,loss,ambivalent,1+4+5+6,10,20+26,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,neutral,neutral,neutral,neutral,neutral,InfrontofBody,neutral,neutral,InfrontofBody,>90,>90,HoldingArtifact,stretch,TowordsBody,TowordsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_amb_los2,41,5,3.3,loss,ambivalent,2+4+6+7,9+10,16+17+20+26,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,Dropped,Dropped+Forward,neutral,Not_visible,Not_visible,InfrontofBody,neutral,neutral,NotinFrontofBody,Not_visible,neutral,HoldingArtifact,HoldingArtifact,TowordsBody,TowordsBody,N/A,N/A,Forward<45,Not_visible,Not_visible,Not_visible,HipsWidth
E_amb_vic22,41,4,3,win,ambivalent,4+6,9+38,27,N/A,N/A,AU51_TurnLeft,neutral,Not_visible,21,neutral,neutral,neutral,neutral,neutral,InfrontofBody,neutral,neutral,InfrontofBody,90,90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_amb_vic23,41,5,3,win,ambivalent,5+4+6,10+38,12+20+26,N/A,N/A,neutral,neutral,Not_visible,21,Forward,Forward,neutral,neutral,neutral,InfrontofBody,neutral,neutral,InfrontofBody,<90,<90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,HipsWidth
E_amb_vic25,41,4,3.97,win,ambivalent,4+6,10,17+27+22,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,neutral,neutral,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,<90,<90,stretched,stretch,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,TightThighs
E_amb_vic28,41,5,3.39,win,ambivalent,4,neutral,26,N/A,N/A,AU51_TurnLeft,neutral,Not_visible,neutral,Dropped,Dropped,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,neutral,90,Not_visible,Clench,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_amb_vic29,41,5,4.39,win,ambivalent,4+6,10,17+27,N/A,N/A,AU51_TurnLeft,neutral,Not_visible,neutral,Raised,Raised,neutral,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,<90,<90,stretched,stretch,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,TightThighs
E_amb_vic32,41,4,3.61,win,ambivalent,4+6+43,10+38,27,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,Dropped,Dropped,neutral,neutral,neutral,InfrontofBody,neutral,neutral,InfrontofBody,90,>90,HoldingArtifact,stretch,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_amb_vic9,41,4,2.89,win,ambivalent,1+4+6+7+43,9+10+38,17+12+27,N/A,N/A,53+57,Forward>45,Not_visible,21,Dropped+Forward,Dropped+Forward,Closed,neutral,<90,NotinFrontofBody,neutral,<90,NotinFrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Forward>45,<90,>90,Not_visible,Not_visible
E_los19,41,3,3.25,loss,prototypical,neutral,10,20+25,BackofHead,BackofHead,AU54_HeadDown,neutral,Not_visible,Not_visible,Raised+Forward,Raised+Forward,neutral,>90,neutral,NotinFrontofBody,>90,neutral,NotinFrontofBody,>90,>90,FoldedFingers,FoldedFingers,TowordsBody,TowordsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_los24,41,2,1.86,loss,prototypical,4,10,15+17+24,N/A,N/A,AU57_Forward,Forward>45,Not_visible,Not_visible,Forward,Not_visible,Closed,>90,neutral,InfrontofBody,<90,>90,InfrontofBody,90,>90,HoldingArtifact,Clench,OutwardsBody,OutwardsBody,N/A,Knees,Forward>45,Not_visible,>90,Not_visible,WiderThanHips
E_los26,41,3,2.89,loss,prototypical,4,Not_visible,Not_visible,N/A,LowerFace+Nose,AU54_HeadDown,LeanLeft,Not_visible,Not_visible,neutral,neutral,neutral,<90,neutral,NotinFrontofBody,<90,neutral,InFrontofBody,>90,<90,HoldingArtifact,neutral,TowardsBody,TowardsBody,N/A,N/A,LeanLeft,Not_visible,Not_visible,Not_visible,Not_visible
E_los29,41,2,2.39,loss,prototypical,1+4+43,neutral,25,N/A,UpperSideFace,AU54_HeadDown,neutral,Not_visible,Not_visible,neutral,Not_visible,neutral,neutral,neutral,InfrontofBody,<90,neutral,InfrontofBody,<90,>90,neutral,HoldingArtifact,TowordsBody,TowordsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,HipsWidth
E_los39,41,2,2.53,loss,prototypical,1+4,Not_visible,Not_visible,N/A,SideFaceLower,AU54_HeadDown,neutral,Not_visible,Not_visible,neutral,neutral,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InFrontofBody,180/stretched,<90,HoldingArtifact,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,neutral\180,>90,Not_visible,TighThigs
E_los41,41,1,2.97,loss,prototypical,1+4+6+43,9+10+38,15+16+17+20+26,N/A,N/A,AU54_HeadDown,neutral,Not_visible,Not_visible,neutral,neutral,neutral,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,Not_visible,Not_visible,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_los42,41,2,2.5,loss,prototypical,43,neutral,25,Forehead,N/A,AU54_HeadDown,Not_visible,Not_visible,Not_visible,Not_visible,neutral,neutral,Not_visible,Not_visible,InfrontofBody,<90,neutral,NotinFrontofBody,Not_visible,90,neutral,neutral,TowardsBody,TowardsBody,N/A,Waist,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible
E_los43,41,3,3.33,loss,prototypical,1+4+6+43,10,16+20+26,N/A,N/A,AU56_TiltRight,Not_visible,Not_visible,21,Raised,Raised,neutral,<90,neutral,InfrontofBody,<90,neutral,NotinFrontofBody,90,90,neutral,Not_visible,TowardsBody,TowardsBody,Waist,Waist,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible
E_los47,41,3,1.5,loss,prototypical,4,neutral,15+17+20+25,N/A,N/A,AU53_HeadUp,Back,Not_visible,Not_visible,Back,Back,Open,neutral,Back,NotinFrontofBody,Not_visible,Not_visible,NotinFrontofBody,90,>90,HoldingArtifact,HoldingArtifact,TowordsBody,TowordsBody,N/A,N/A,Back,>90,neutral\180,Not_visible,Not_visible
E_los49,41,2,1.39,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,InfrontofBody,neutral,90,InfrontofBody,Not_visible,180/stretched,Not_visible,Not_visible,TowardsBody,TowardsBody,N/A,N/A,Forward>45,Not_visible,<90,Not_visible,Not_visible
E_los5,41,3,2.22,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,AU54_HeadDown,neutral,Not_visible,Not_visible,Dropped+Forward,Dropped+Forward,Closed,neutral,<90,InfrontofBody,neutral,<90,InfrontofBody,<90,<90,neutral,neutral,TowordsBody,TowordsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,TighThigs
E_win1,41,4,4.3,win,prototypical,1+4+43,10+38,17+22+27,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,neutral,neutral,Open,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,<90,180/stretched,PartialClench,Clench,TowardsBody,TowardsBody,N/A,Thighs,neutral,Not_visible,Not_visible,Not_visible,WiderThanHips
E_win10,41,4,3.44,win,prototypical,4+5+6+7,9+10+38,12+17+20+27,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,Forward,Forward,neutral,neutral,<90,NotinFrontofBody,neutral,<90,NotinFrontofBody,>90,>90,stretched,HoldingArtifact,OutwardsBody,OutwardsBody,N/A,N/A,Forward<45,neutral\180,neutral\180,Not_visible,HipsWidth
E_win11,41,4,4.58,win,prototypical,1+2+4+6,9+10+38,17+27,N/A,N/A,53+56,Back,Not_visible,21,Raised+Forward,Raised+Forward,Open,neutral,>90,NotinFrontofBody,neutral,>90,NotinFrontofBody,>90,>90,Clench,Clench,TowordsBody,TowordsBody,N/A,N/A,Back,neutral\180,neutral\180,Not_visible,WiderThanHips
E_win12,41,4,3.39,win,prototypical,4+6,9+10+38,17+20+27,N/A,N/A,AU53_HeadUp,Not_visible,Not_visible,neutral,neutral,neutral,neutral,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,Not_visible,Not_visible,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible
E_win13,41,4,4,win,prototypical,1+4+6+43,10+38,12+15+17+20+27,N/A,N/A,AU53_HeadUp,Not_visible,Not_visible,neutral,neutral,neutral,neutral,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,Not_visible,Not_visible,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible
E_win14,41,5,4.28,win,prototypical,1+2+6,Not_visible,12+17+27,N/A,N/A,AU53_HeadUp,Back,Not_visible,neutral,Back,Back,Open,<90,neutral,NotinFrontofBody,Not_visible,Not_visible,NotinFrontofBody,180/stretched,>90,Clench,Clench,OutwardsBody,OutwardsBody,N/A,N/A,Back,>90,neutral\180,Not_visible,TighThigs
E_win15,41,5,4.53,win,prototypical,1+4+6,10+38,17+27,N/A,N/A,AU53_HeadUp,LeanLeft,Not_visible,Not_visible,Raised,Raised,neutral,>90,neutral,NotinFrontofBody,>90,neutral,NotinFrontofBody,180/stretched,180/stretched,Clench,Clench,OutwardsBody,OutwardsBody,N/A,N/A,LeanLeft,Not_visible,Not_visible,Not_visible,HipsWidth
E_win18,41,4,4.39,win,prototypical,4+6+7,10,17+26,N/A,N/A,AU57_Forward,neutral,Not_visible,neutral,Raised+Forward,Raised+Forward,neutral,>90,neutral,NotinFrontofBody,>90,neutral,NotinFrontofBody,90,>90,Clench,Clench,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,TighThigs
E_win21,41,4,4.11,win,prototypical,1+2+6,10,12+17+20+27,N/A,N/A,51+53,neutral,Not_visible,21,neutral,neutral,Open,<90,neutral,NotinFrontofBody,neutral,<90,NotinFrontofBody,<90,<90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,TighThigs
E_win23,41,5,4.08,win,prototypical,7+43,10+38,25+27,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,InfrontofBody,neutral,neutral,InfrontofBody,>90,90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward<45,>90,>90,Not_visible,WiderThanHips
E_win24,41,5,4.72,win,prototypical,2+4+5+6+7,9+10+38,12+17+20+22+26,N/A,N/A,neutral,neutral,Not_visible,21,Raised,Raised,neutral,>90,neutral,NotinFrontofBody,>90,neutral,NotinFrontofBody,180/streched,180/streched,Clench,Clench,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,HipsWidth
E_win25,41,5,4.36,win,prototypical,1+4+5+6+7,10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,neutral,neutral,Open,neutral,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,180/stretched,180/stretched,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Not_visible,WiderThanHips
E_win31,41,5,3.19,win,prototypical,4+6+7,9+10+38,12+17+20+27,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,neutral,neutral,neutral,<90,neutral,NotinFrontofBody,neutral,neutral,InFrontofBody,>90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward<45,Not_visible,Not_visible,Not_visible,TighThigs
E_win34,41,4,3.86,win,prototypical,4+5+6+7,9+10,17+20+27,N/A,N/A,AU57_Forward,neutral,Not_visible,21,Dropped,neutral,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,>90,>90,Clench,HoldingArtifact,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,HipsWidth
E_win36,41,5,2.64,win,prototypical,1+4+5+6+7,10+38,17+22+27,N/A,N/A,51+53,Forward>45,Not_visible,Not_visible,Dropped+Forward,Dropped+Forward,Closed,neutral,neutral,InFrontofBody,neutral,<90,InFrontofBody,<90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward>45,Not_visible,>90,Not_visible,TighThigs
E_win45,41,4,3.33,win,prototypical,Not_visible,10+38,12+17+27,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,180/stretched,180/stretched,Clench,Clench,TowardsBody,TowardsBody,N/A,Thighs,Forward<45,>90,>90,Not_visible,HipsWidth
E_win5,41,4,3.72,win,prototypical,1+4+7,neutral,17+22+27,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,Dropped,Dropped,neutral,neutral,neutral,NotinFrontofBody,neutral,<90,NotinFrontofBody,>90,90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_win50,41,4,3.55,win,prototypical,4+6+43,9+10+38,17+22+27,N/A,N/A,AU57_Forward,neutral,Not_visible,21,Dropped+Forward,Dropped+Forward,Closed,<90,neutral,NotinFrontofBody,<90,neutral,InfrontofBody,<90,<90,Clench,HoldingArtifact,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_win54,41,4,3.56,win,prototypical,4+6+43,10,12+17+27,N/A,N/A,AU51_TurnLeft,Forward<45,Not_visible,neutral,Raised,neutral,neutral,neutral,neutral,InFrontofBody,neutral,neutral,NotinFrontofBody,<90,<90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward<45,>90,Not_visible,Not_visible,HipsWidth
E_win55,41,4,3.33,win,prototypical,4+5+7,9+10,17+20+27,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,Dropped+Forward,Dropped+Forward,Closed,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,>90,>90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,Forward<45,>90,neutral\180,Not_visible,TighThigs
E_win6,41,4,4.22,win,prototypical,4+6+7+43,10+38,17+27,N/A,N/A,51+53,neutral,Not_visible,Not_visible,Dropped,neutral,Open,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,>90,>90,HoldingArtifact,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Not_visible,WiderThanHips
E_amb_los15,42,5,1.97,loss,ambivalent,4+6,10,20+27,N/A,N/A,AU53_HeadUp,Forward>45,Not_visible,21,Forward,Forward,Closed,neutral,Not_visible,InfrontofBody,neutral,Not_visible,Not_visible,<90,Not_visible,Clench,Not_visible,TowordsBody,Not_visible,N/A,N/A,Forward>45,Not_visible,>90,Not_visible,Not_visible
E_amb_los17,42,4,3.39,loss,ambivalent,1+4+5+6,10,20+26,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,neutral,neutral,neutral,neutral,neutral,InfrontofBody,neutral,neutral,InfrontofBody,>90,>90,HoldingArtifact,stretch,TowordsBody,TowordsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_amb_los2,42,3,3.3,loss,ambivalent,2+4+6+7,9+10,16+17+20+26,N/A,N/A,AU57_Forward,Forward<45,Not_visible,21,Dropped,Dropped+Forward,neutral,Not_visible,Not_visible,InfrontofBody,neutral,neutral,NotinFrontofBody,Not_visible,neutral,HoldingArtifact,HoldingArtifact,TowordsBody,TowordsBody,N/A,N/A,Forward<45,Not_visible,Not_visible,Not_visible,HipsWidth
E_amb_vic22,42,3,3,win,ambivalent,4+6,9+38,27,N/A,N/A,AU51_TurnLeft,neutral,Not_visible,21,neutral,neutral,neutral,neutral,neutral,InfrontofBody,neutral,neutral,InfrontofBody,90,90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_amb_vic23,42,4,3,win,ambivalent,5+4+6,10+38,12+20+26,N/A,N/A,neutral,neutral,Not_visible,21,Forward,Forward,neutral,neutral,neutral,InfrontofBody,neutral,neutral,InfrontofBody,<90,<90,Clench,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,HipsWidth
E_amb_vic25,42,3,3.97,win,ambivalent,4+6,10,17+27+22,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,neutral,neutral,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,<90,<90,stretched,stretch,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,TightThighs
E_amb_vic28,42,4,3.39,win,ambivalent,4,neutral,26,N/A,N/A,AU51_TurnLeft,neutral,Not_visible,neutral,Dropped,Dropped,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,NotinFrontofBody,neutral,90,Not_visible,Clench,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_amb_vic29,42,3,4.39,win,ambivalent,4+6,10,17+27,N/A,N/A,AU51_TurnLeft,neutral,Not_visible,neutral,Raised,Raised,neutral,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,<90,<90,stretched,stretch,OutwardsBody,OutwardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,TightThighs
E_amb_vic32,42,4,3.61,win,ambivalent,4+6+43,10+38,27,N/A,N/A,AU53_HeadUp,neutral,Not_visible,21,Dropped,Dropped,neutral,neutral,neutral,InfrontofBody,neutral,neutral,InfrontofBody,90,>90,HoldingArtifact,stretch,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_amb_vic9,42,3,2.89,win,ambivalent,1+4+6+7+43,9+10+38,17+12+27,N/A,N/A,53+57,Forward>45,Not_visible,21,Dropped+Forward,Dropped+Forward,Closed,neutral,<90,NotinFrontofBody,neutral,<90,NotinFrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,Forward>45,<90,>90,Not_visible,Not_visible
E_los19,42,2,3.25,loss,prototypical,neutral,10,20+25,BackofHead,BackofHead,AU54_HeadDown,neutral,Not_visible,Not_visible,Raised+Forward,Raised+Forward,neutral,>90,neutral,NotinFrontofBody,>90,neutral,NotinFrontofBody,>90,>90,FoldedFingers,FoldedFingers,TowordsBody,TowordsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
E_los24,42,2,1.86,loss,prototypical,4,10,15+17+24,N/A,N/A,AU57_Forward,Forward>45,Not_visible,Not_visible,Forward,Not_visible,Closed,>90,neutral,InfrontofBody,<90,>90,InfrontofBody,90,>90,HoldingArtifact,Clench,OutwardsBody,OutwardsBody,N/A,Knees,Forward>45,Not_visible,>90,Not_visible,WiderThanHips
E_los26,42,2,2.89,loss,prototypical,4,Not_visible,Not_visible,N/A,LowerFace+Nose,AU54_HeadDown,LeanLeft,Not_visible,Not_visible,neutral,neutral,neutral,<90,neutral,NotinFrontofBody,<90,neutral,InFrontofBody,>90,<90,HoldingArtifact,neutral,TowardsBody,TowardsBody,N/A,N/A,LeanLeft,Not_visible,Not_visible,Not_visible,Not_visible
E_los29,42,2,2.39,loss,prototypical,1+4+43,neutral,25,N/A,UpperSideFace,AU54_HeadDown,neutral,Not_visible,Not_visible,neutral,Not_visible,neutral,neutral,neutral,InfrontofBody,<90,neutral,InfrontofBody,<90,>90,neutral,HoldingArtifact,TowordsBody,TowordsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,HipsWidth
E_los39,42,1,2.53,loss,prototypical,1+4,Not_visible,Not_visible,N/A,SideFaceLower,AU54_HeadDown,neutral,Not_visible,Not_visible,neutral,neutral,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InFrontofBody,180/stretched,<90,HoldingArtifact,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,neutral\180,>90,Not_visible,TighThigs
E_los41,42,1,2.97,loss,prototypical,1+4+6+43,9+10+38,15+16+17+20+26,N/A,N/A,AU54_HeadDown,neutral,Not_visible,Not_visible,neutral,neutral,neutral,<90,neutral,NotinFrontofBody,<90,neutral,NotinFrontofBody,Not_visible,Not_visible,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,Not_visible,Not_visible,Not_visible,Not_visible
