filename,subject,response_happiness,Expansion,winloss,prototipicality,UpperFaceAUs,NasalAreaAUs,LowerFaceAUs,HandtoFaceHead_R,HandtoFaceHead_L,HeadPositionAUs,Torso,TouchingGround,NeckAUs,Shoulder_R,Shoulder_L,Chest,Arm_RX,Arm_RZ,Arm_RY,Arm_LX,Arm_LZ,Arm_LY,ArmForearm_R,ArmForearm_L,Palm_R,Palm_L,R_PalmDirection,L_PalmDirection,R_HandTouchBody,L_HandTouchBody,Torso,Leg_R,Leg_L,TouchingGround,LegSplit
E_los33,59,2,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,59,4,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,59,3,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,60,1,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,60,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,60,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,60,1,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,60,1,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,60,4,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,60,1,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,61,1,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,61,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,61,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,61,1,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,61,1,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,61,5,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,61,5,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,62,2,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,62,3,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,62,2,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,62,2,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,62,2,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,62,3,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,62,3,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,63,2,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,63,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,63,2,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,63,1,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,63,2,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,63,4,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,63,3,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,64,1,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,64,1,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,64,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,64,1,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,64,1,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,64,5,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,64,1,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_amb_vic12,65,1,2.28,win,ambivalent,1+2,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Not_visible,Not_visible,Not_visible,Not_visible,<90,InfrontofBody,Not_visible,<90,InfrontofBody,<90,<90,neutral,neutral,TowardsBody,TowardsBody,N/A,N/A,neutral,>90,>90,Back,TightThighs
E_los1,65,2,1.86,loss,prototypical,Not_visible,Not_visible,Not_visible,Eyes,Eyes,neutral,neutral,Back,Not_visible,Raised+Forward,Raised+Forward,Closed,90,90,InfrontofBody,90,90,InfrontofBody,<90,<90,Clench,neutral,OutwardsBody,OutwardsBody,N/A,N/A,neutral,<90,<90,Back,WiderThanHips
E_los12,65,1,2.47,loss,prototypical,Not_visible,Not_visible,Not_visible,WholeFace,WholeFace,neutral,neutral,Back,Not_visible,Raised,Raised,Open,neutral,>90,InFrontofBody,neutral,>90,InFrontofBody,<90,<90,Not_visible,PartialClench,Not_visible,TowardsBody,N/A,N/A,neutral,neutral\180,neutral\180,Back,HipsWidth
E_los13,65,1,2.3,loss,prototypical,Not_visible,10+38,Not_visible,Upperface,N/A,neutral,neutral,Back,21,Raised,Not_visible,neutral,neutral,90,NotinFrontofBody,Not_visible,Not_visible,InfrontofBody,<90,Not_visible,PartialClench,PartialClench,TowordsBody,TowordsBody,N/A,Chest,neutral,>90,neutral\180,Back,WiderThanHips
E_los33,65,1,2.36,loss,prototypical,Not_visible,Not_visible,Not_visible,Upperface,Upperface,neutral,neutral,Back,Not_visible,Raised+Forward,Not_visible,neutral,neutral,90,InfrontofBody,Not_visible,90,InfrontofBody,>90,>90,neutral,Not_visible,TowordsBody,TowordsBody,N/A,N/A,neutral,>90,>90,Back,HipsWidth
E_win32,65,4,4.03,win,prototypical,4+6+7,10,17+27,N/A,N/A,AU57_Forward,neutral,Back,21,Not_visible,Not_visible,neutral,neutral,90,NotinFrontofBody,neutral,90,NotinFrontofBody,<90,<90,neutral,Not_visible,TowardsBody,Not_visible,N/A,N/A,neutral,<90,<90,Back,Not_visible
E_win46,65,1,2.78,win,prototypical,1+4+6+7+43,9+10+38,20+27,N/A,N/A,AU53_HeadUp,neutral,Back,Not_visible,Forward,Forward,neutral,neutral,neutral,NotinFrontofBody,neutral,neutral,InfrontofBody,90,<90,HoldingArtifact,Clench,TowardsBody,TowardsBody,N/A,N/A,neutral,90,>90,Back,WiderThanHips
E_los10,11,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,12,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,13,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,15,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,18,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,20,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,21,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,22,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,23,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,24,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,26,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,28,5,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,29,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,30,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,31,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,32,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,33,4,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,34,4,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,35,3,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,36,3,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,37,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,38,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,39,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,40,3,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,41,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,42,1,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,45,3,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,46,3,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,47,3,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
E_los10,48,2,1.36,loss,prototypical,Not_visible,Not_visible,Not_visible,N/A,N/A,AU54_HeadDown,Forward>45,Face,Not_visible,Dropped+Forward,Not_visible,Not_visible,90,neutral,NotinFrontofBody,Not_visible,Not_visible,Not_visible,90,Not_visible,Not_visible,Not_visible,OutwardsBody,Not_visible,N/A,Not_visible,Forward>45,>90,Not_visible,Face,Not_visible
